filename,filepath,actor_id,actor,gender,modality,vocal_channel,emotion_code,emotion,intensity,statement,repetition,sampling_rate,channels,duration_seconds,samples
03-01-02-02-01-02-02.wav,c:\Users\kamal\group 2\Group-2-Speech-Recognition-Emotion-Classification-\data\raw\RAVDESS\Actor_02\03-01-02-02-01-02-02.wav,2,Actor_02,female,3,1,2,calm,2,1,2,16000,1,4.0374,64598
03-01-02-02-02-01-02.wav,c:\Users\kamal\group 2\Group-2-Speech-Recognition-Emotion-Classification-\data\raw\RAVDESS\Actor_02\03-01-02-02-02-01-02.wav,2,Actor_02,female,3,1,2,calm,2,2,1,16000,1,4.1041,65666
03-01-02-02-02-02-02.wav,c:\Users\kamal\group 2\Group-2-Speech-Recognition-Emotion-Classification-\data\raw\RAVDESS\Actor_02\03-01-02-02-02-02-02.wav,2,Actor_02,female,3,1,2,calm,2,2,2,16000,1,4.1041,65666
03-01-03-01-01-01-02.wav,c:\Users\kamal\group 2\Group-2-Speech-Recognition-Emotion-Classification-\data\raw\RAVDESS\Actor_02\03-01-03-01-01-01-02.wav,2,Actor_02,female,3,1,3,happy,1,1,1,16000,1,3.6036,57658
03-01-03-01-01-02-02.wav,c:\Users\kamal\group 2\Group-2-Speech-Recognition-Emotion-Classification-\data\raw\RAVDESS\Actor_02\03-01-03-01-01-02-02.wav,2,Actor_02,female,3,1,3,happy,1,1,2,16000,1,3.7037,59259
03-01-03-01-02-01-02.wav,c:\Users\kamal\group 2\Group-2-Speech-Recognition-Emotion-Classification-\data\raw\RAVDESS\Actor_02\03-01-03-01-02-01-02.wav,2,Actor_02,female,3,1,3,happy,1,2,1,16000,1,3.7704,60327
03-01-03-01-02-02-02.wav,c:\Users\kamal\group 2\Group-2-Speech-Recognition-Emotion-Classification-\data\raw\RAVDESS\Actor_02\03-01-03-01-02-02-02.wav,2,Actor_02,female,3,1,3,happy,1,2,2,16000,1,3.7371,59794
03-01-03-02-01-01-02.wav,c:\Users\kamal\group 2\Group-2-Speech-Recognition-Emotion-Classification-\data\raw\RAVDESS\Actor_02\03-01-03-02-01-01-02.wav,2,Actor_02,female,3,1,3,happy,2,1,1,16000,1,3.7037,59260
03-01-03-02-01-02-02.wav,c:\Users\kamal\group 2\Group-2-Speech-Recognition-Emotion-Classification-\data\raw\RAVDESS\Actor_02\03-01-03-02-01-02-02.wav,2,Actor_02,female,3,1,3,happy,2,1,2,16000,1,3.6704,58726
03-01-03-02-02-01-02.wav,c:\Users\kamal\group 2\Group-2-Speech-Recognition-Emotion-Classification-\data\raw\RAVDESS\Actor_02\03-01-03-02-02-01-02.wav,2,Actor_02,female,3,1,3,happy,2,2,1,16000,1,3.7037,59260
03-01-03-02-02-02-02.wav,c:\Users\kamal\group 2\Group-2-Speech-Recognition-Emotion-Classification-\data\raw\RAVDESS\Actor_02\03-01-03-02-02-02-02.wav,2,Actor_02,female,3,1,3,happy,2,2,2,16000,1,3.8706,61929
03-01-04-01-01-01-02.wav,c:\Users\kamal\group 2\Group-2-Speech-Recognition-Emotion-Classification-\data\raw\RAVDESS\Actor_02\03-01-04-01-01-01-02.wav,2,Actor_02,female,3,1,4,sad,1,1,1,16000,1,3.8372,61395
03-01-04-01-01-02-02.wav,c:\Users\kamal\group 2\Group-2-Speech-Recognition-Emotion-Classification-\data\raw\RAVDESS\Actor_02\03-01-04-01-01-02-02.wav,2,Actor_02,female,3,1,4,sad,1,1,2,16000,1,3.7704,60327
03-01-04-01-02-01-02.wav,c:\Users\kamal\group 2\Group-2-Speech-Recognition-Emotion-Classification-\data\raw\RAVDESS\Actor_02\03-01-04-01-02-01-02.wav,2,Actor_02,female,3,1,4,sad,1,2,1,16000,1,3.7371,59793
03-01-04-01-02-02-02.wav,c:\Users\kamal\group 2\Group-2-Speech-Recognition-Emotion-Classification-\data\raw\RAVDESS\Actor_02\03-01-04-01-02-02-02.wav,2,Actor_02,female,3,1,4,sad,1,2,2,16000,1,3.7704,60327
03-01-04-02-01-01-02.wav,c:\Users\kamal\group 2\Group-2-Speech-Recognition-Emotion-Classification-\data\raw\RAVDESS\Actor_02\03-01-04-02-01-01-02.wav,2,Actor_02,female,3,1,4,sad,2,1,1,16000,1,3.7371,59794
03-01-04-02-01-02-02.wav,c:\Users\kamal\group 2\Group-2-Speech-Recognition-Emotion-Classification-\data\raw\RAVDESS\Actor_02\03-01-04-02-01-02-02.wav,2,Actor_02,female,3,1,4,sad,2,1,2,16000,1,3.7704,60327
03-01-04-02-02-01-02.wav,c:\Users\kamal\group 2\Group-2-Speech-Recognition-Emotion-Classification-\data\raw\RAVDESS\Actor_02\03-01-04-02-02-01-02.wav,2,Actor_02,female,3,1,4,sad,2,2,1,16000,1,3.7037,59259
03-01-04-02-02-02-02.wav,c:\Users\kamal\group 2\Group-2-Speech-Recognition-Emotion-Classification-\data\raw\RAVDESS\Actor_02\03-01-04-02-02-02-02.wav,2,Actor_02,female,3,1,4,sad,2,2,2,16000,1,3.6704,58726
03-01-05-01-01-01-02.wav,c:\Users\kamal\group 2\Group-2-Speech-Recognition-Emotion-Classification-\data\raw\RAVDESS\Actor_02\03-01-05-01-01-01-02.wav,2,Actor_02,female,3,1,5,angry,1,1,1,16000,1,3.6704,58726
03-01-05-01-01-02-02.wav,c:\Users\kamal\group 2\Group-2-Speech-Recognition-Emotion-Classification-\data\raw\RAVDESS\Actor_02\03-01-05-01-01-02-02.wav,2,Actor_02,female,3,1,5,angry,1,1,2,16000,1,3.6704,58726
03-01-05-01-02-01-02.wav,c:\Users\kamal\group 2\Group-2-Speech-Recognition-Emotion-Classification-\data\raw\RAVDESS\Actor_02\03-01-05-01-02-01-02.wav,2,Actor_02,female,3,1,5,angry,1,2,1,16000,1,3.7704,60327
03-01-05-01-02-02-02.wav,c:\Users\kamal\group 2\Group-2-Speech-Recognition-Emotion-Classification-\data\raw\RAVDESS\Actor_02\03-01-05-01-02-02-02.wav,2,Actor_02,female,3,1,5,angry,1,2,2,16000,1,3.8038,60861
03-01-05-02-01-01-02.wav,c:\Users\kamal\group 2\Group-2-Speech-Recognition-Emotion-Classification-\data\raw\RAVDESS\Actor_02\03-01-05-02-01-01-02.wav,2,Actor_02,female,3,1,5,angry,2,1,1,16000,1,3.9039,62463
03-01-05-02-01-02-02.wav,c:\Users\kamal\group 2\Group-2-Speech-Recognition-Emotion-Classification-\data\raw\RAVDESS\Actor_02\03-01-05-02-01-02-02.wav,2,Actor_02,female,3,1,5,angry,2,1,2,16000,1,4.004,64064
03-01-05-02-02-01-02.wav,c:\Users\kamal\group 2\Group-2-Speech-Recognition-Emotion-Classification-\data\raw\RAVDESS\Actor_02\03-01-05-02-02-01-02.wav,2,Actor_02,female,3,1,5,angry,2,2,1,16000,1,4.004,64064
03-01-05-02-02-02-02.wav,c:\Users\kamal\group 2\Group-2-Speech-Recognition-Emotion-Classification-\data\raw\RAVDESS\Actor_02\03-01-05-02-02-02-02.wav,2,Actor_02,female,3,1,5,angry,2,2,2,16000,1,4.004,64064
03-01-06-01-01-01-02.wav,c:\Users\kamal\group 2\Group-2-Speech-Recognition-Emotion-Classification-\data\raw\RAVDESS\Actor_02\03-01-06-01-01-01-02.wav,2,Actor_02,female,3,1,6,fearful,1,1,1,16000,1,3.637,58192
03-01-06-01-01-02-02.wav,c:\Users\kamal\group 2\Group-2-Speech-Recognition-Emotion-Classification-\data\raw\RAVDESS\Actor_02\03-01-06-01-01-02-02.wav,2,Actor_02,female,3,1,6,fearful,1,1,2,16000,1,3.7371,59793
03-01-06-01-02-01-02.wav,c:\Users\kamal\group 2\Group-2-Speech-Recognition-Emotion-Classification-\data\raw\RAVDESS\Actor_02\03-01-06-01-02-01-02.wav,2,Actor_02,female,3,1,6,fearful,1,2,1,16000,1,3.6704,58726
03-01-06-01-02-02-02.wav,c:\Users\kamal\group 2\Group-2-Speech-Recognition-Emotion-Classification-\data\raw\RAVDESS\Actor_02\03-01-06-01-02-02-02.wav,2,Actor_02,female,3,1,6,fearful,1,2,2,16000,1,3.7371,59793
03-01-06-02-01-01-02.wav,c:\Users\kamal\group 2\Group-2-Speech-Recognition-Emotion-Classification-\data\raw\RAVDESS\Actor_02\03-01-06-02-01-01-02.wav,2,Actor_02,female,3,1,6,fearful,2,1,1,16000,1,3.8038,60861
03-01-06-02-01-02-02.wav,c:\Users\kamal\group 2\Group-2-Speech-Recognition-Emotion-Classification-\data\raw\RAVDESS\Actor_02\03-01-06-02-01-02-02.wav,2,Actor_02,female,3,1,6,fearful,2,1,2,16000,1,3.637,58192
03-01-06-02-02-01-02.wav,c:\Users\kamal\group 2\Group-2-Speech-Recognition-Emotion-Classification-\data\raw\RAVDESS\Actor_02\03-01-06-02-02-01-02.wav,2,Actor_02,female,3,1,6,fearful,2,2,1,16000,1,3.6036,57658
03-01-06-02-02-02-02.wav,c:\Users\kamal\group 2\Group-2-Speech-Recognition-Emotion-Classification-\data\raw\RAVDESS\Actor_02\03-01-06-02-02-02-02.wav,2,Actor_02,female,3,1,6,fearful,2,2,2,16000,1,3.6036,57658
03-01-07-01-01-01-02.wav,c:\Users\kamal\group 2\Group-2-Speech-Recognition-Emotion-Classification-\data\raw\RAVDESS\Actor_02\03-01-07-01-01-01-02.wav,2,Actor_02,female,3,1,7,disgust,1,1,1,16000,1,3.6704,58726
03-01-07-01-01-02-02.wav,c:\Users\kamal\group 2\Group-2-Speech-Recognition-Emotion-Classification-\data\raw\RAVDESS\Actor_02\03-01-07-01-01-02-02.wav,2,Actor_02,female,3,1,7,disgust,1,1,2,16000,1,3.637,58192
03-01-07-01-02-01-02.wav,c:\Users\kamal\group 2\Group-2-Speech-Recognition-Emotion-Classification-\data\raw\RAVDESS\Actor_02\03-01-07-01-02-01-02.wav,2,Actor_02,female,3,1,7,disgust,1,2,1,16000,1,3.8706,61929
03-01-07-01-02-02-02.wav,c:\Users\kamal\group 2\Group-2-Speech-Recognition-Emotion-Classification-\data\raw\RAVDESS\Actor_02\03-01-07-01-02-02-02.wav,2,Actor_02,female,3,1,7,disgust,1,2,2,16000,1,3.8372,61395
