filename,sampling_rate,duration_seconds,samples,status
03-01-06-01-02-02-01.wav,16000,3.7036875,59259,OK
03-01-06-02-01-01-01.wav,16000,5.005,80080,OK
03-01-06-02-01-02-01.wav,16000,4.2375625,67801,OK
03-01-06-02-02-01-01.wav,16000,3.970625,63530,OK
03-01-06-02-02-02-01.wav,16000,3.9039375,62463,OK
03-01-07-01-01-01-01.wav,16000,3.8705625,61929,OK
03-01-07-01-01-02-01.wav,16000,3.9039375,62463,OK
03-01-07-01-02-01-01.wav,16000,3.9039375,62463,OK
03-01-07-01-02-02-01.wav,16000,3.8371875,61395,OK
03-01-07-02-01-01-01.wav,16000,4.3043125,68869,OK
03-01-07-02-01-02-01.wav,16000,4.104125,65666,OK
03-01-07-02-02-01-01.wav,16000,4.037375,64598,OK
03-01-07-02-02-02-01.wav,16000,4.3710625,69937,OK
03-01-08-01-01-01-01.wav,16000,3.4034375,54455,OK
03-01-08-01-01-02-01.wav,16000,3.2699375,52319,OK
03-01-08-01-02-01-01.wav,16000,3.536875,56590,OK
03-01-08-01-02-02-01.wav,16000,3.2699375,52319,OK
03-01-08-02-01-01-01.wav,16000,3.43675,54988,OK
03-01-08-02-01-02-01.wav,16000,3.57025,57124,OK
03-01-08-02-02-01-01.wav,16000,3.5035,56056,OK
03-01-08-02-02-02-01.wav,16000,3.2699375,52319,OK
03-01-01-01-01-01-02.wav,16000,3.637,58192,OK
03-01-01-01-01-02-02.wav,16000,3.603625,57658,OK
03-01-01-01-02-01-02.wav,16000,3.7704375,60327,OK
03-01-01-01-02-02-02.wav,16000,3.603625,57658,OK
03-01-02-01-01-01-02.wav,16000,3.8371875,61395,OK
03-01-02-01-01-02-02.wav,16000,4.004,64064,OK
03-01-02-01-02-01-02.wav,16000,3.8371875,61395,OK
03-01-02-01-02-02-02.wav,16000,3.970625,63530,OK
03-01-02-02-01-01-02.wav,16000,4.1375,66200,OK
03-01-02-02-01-02-02.wav,16000,4.037375,64598,OK
03-01-02-02-02-01-02.wav,16000,4.104125,65666,OK
03-01-02-02-02-02-02.wav,16000,4.104125,65666,OK
03-01-03-01-01-01-02.wav,16000,3.603625,57658,OK
03-01-03-01-01-02-02.wav,16000,3.7036875,59259,OK
03-01-03-01-02-01-02.wav,16000,3.7704375,60327,OK
03-01-03-01-02-02-02.wav,16000,3.737125,59794,OK
03-01-03-02-01-01-02.wav,16000,3.70375,59260,OK
03-01-03-02-01-02-02.wav,16000,3.670375,58726,OK
03-01-03-02-02-01-02.wav,16000,3.70375,59260,OK
03-01-03-02-02-02-02.wav,16000,3.8705625,61929,OK
03-01-04-01-01-01-02.wav,16000,3.8371875,61395,OK
03-01-04-01-01-02-02.wav,16000,3.7704375,60327,OK
03-01-04-01-02-01-02.wav,16000,3.7370625,59793,OK
03-01-04-01-02-02-02.wav,16000,3.7704375,60327,OK
03-01-04-02-01-01-02.wav,16000,3.737125,59794,OK
03-01-04-02-01-02-02.wav,16000,3.7704375,60327,OK
03-01-04-02-02-01-02.wav,16000,3.7036875,59259,OK
03-01-04-02-02-02-02.wav,16000,3.670375,58726,OK
03-01-05-01-01-01-02.wav,16000,3.670375,58726,OK
03-01-05-01-01-02-02.wav,16000,3.670375,58726,OK
03-01-05-01-02-01-02.wav,16000,3.7704375,60327,OK
03-01-05-01-02-02-02.wav,16000,3.8038125,60861,OK
03-01-05-02-01-01-02.wav,16000,3.9039375,62463,OK
03-01-05-02-01-02-02.wav,16000,4.004,64064,OK
03-01-05-02-02-01-02.wav,16000,4.004,64064,OK
03-01-05-02-02-02-02.wav,16000,4.004,64064,OK
03-01-06-01-01-01-02.wav,16000,3.637,58192,OK
03-01-06-01-01-02-02.wav,16000,3.7370625,59793,OK
03-01-06-01-02-01-02.wav,16000,3.670375,58726,OK
03-01-06-01-02-02-02.wav,16000,3.7370625,59793,OK
03-01-06-02-01-01-02.wav,16000,3.8038125,60861,OK
03-01-06-02-01-02-02.wav,16000,3.637,58192,OK
03-01-06-02-02-01-02.wav,16000,3.603625,57658,OK
03-01-06-02-02-02-02.wav,16000,3.603625,57658,OK
03-01-07-01-01-01-02.wav,16000,3.670375,58726,OK
03-01-07-01-01-02-02.wav,16000,3.637,58192,OK
03-01-07-01-02-01-02.wav,16000,3.8705625,61929,OK
03-01-07-01-02-02-02.wav,16000,3.8371875,61395,OK
03-01-07-02-01-01-02.wav,16000,4.1375,66200,OK
03-01-07-02-01-02-02.wav,16000,4.1375,66200,OK
03-01-07-02-02-01-02.wav,16000,4.004,64064,OK
03-01-07-02-02-02-02.wav,16000,4.037375,64598,OK
03-01-08-01-01-01-02.wav,16000,3.536875,56590,OK
03-01-08-01-01-02-02.wav,16000,3.536875,56590,OK
03-01-08-01-02-01-02.wav,16000,3.603625,57658,OK
03-01-08-01-02-02-02.wav,16000,3.536875,56590,OK
03-01-08-02-01-01-02.wav,16000,3.7370625,59793,OK
03-01-08-02-01-02-02.wav,16000,3.7704375,60327,OK
03-01-08-02-02-01-02.wav,16000,3.737125,59794,OK
03-01-08-02-02-02-02.wav,16000,3.8038125,60861,OK
03-01-01-01-01-01-03.wav,16000,3.4368125,54989,OK
03-01-01-01-01-02-03.wav,16000,3.5035,56056,OK
03-01-01-01-02-01-03.wav,16000,3.5035,56056,OK
03-01-01-01-02-02-03.wav,16000,3.4701875,55523,OK
03-01-02-01-01-01-03.wav,16000,3.8371875,61395,OK
03-01-02-01-01-02-03.wav,16000,3.7370625,59793,OK
03-01-02-01-02-01-03.wav,16000,3.8371875,61395,OK
03-01-02-01-02-02-03.wav,16000,3.970625,63530,OK
03-01-02-02-01-01-03.wav,16000,4.037375,64598,OK
03-01-02-02-01-02-03.wav,16000,3.9706875,63531,OK
03-01-02-02-02-01-03.wav,16000,4.1375,66200,OK
03-01-02-02-02-02-03.wav,16000,4.004,64064,OK
03-01-03-01-01-01-03.wav,16000,3.7704375,60327,OK
03-01-03-01-01-02-03.wav,16000,3.603625,57658,OK
03-01-03-01-02-01-03.wav,16000,3.5035,56056,OK
03-01-03-01-02-02-03.wav,16000,3.5035,56056,OK
03-01-03-02-01-01-03.wav,16000,4.3043125,68869,OK
03-01-03-02-01-02-03.wav,16000,4.4044375,70471,OK
03-01-03-02-02-01-03.wav,16000,4.1375,66200,OK
03-01-03-02-02-02-03.wav,16000,3.8371875,61395,OK
03-01-04-01-01-01-03.wav,16000,3.603625,57658,OK
03-01-04-01-01-02-03.wav,16000,3.57025,57124,OK
03-01-04-01-02-01-03.wav,16000,3.57025,57124,OK
03-01-04-01-02-02-03.wav,16000,3.536875,56590,OK
03-01-04-02-01-01-03.wav,16000,3.7704375,60327,OK
03-01-04-02-01-02-03.wav,16000,3.8371875,61395,OK
03-01-04-02-02-01-03.wav,16000,3.470125,55522,OK
03-01-04-02-02-02-03.wav,16000,3.7036875,59259,OK
03-01-05-01-01-01-03.wav,16000,4.004,64064,OK
03-01-05-01-01-02-03.wav,16000,4.07075,65132,OK
03-01-05-01-02-01-03.wav,16000,3.8038125,60861,OK
03-01-05-01-02-02-03.wav,16000,3.8371875,61395,OK
03-01-05-02-01-01-03.wav,16000,4.4044375,70471,OK
03-01-05-02-01-02-03.wav,16000,4.4044375,70471,OK
03-01-05-02-02-01-03.wav,16000,4.2375625,67801,OK
03-01-05-02-02-02-03.wav,16000,4.5045,72072,OK
03-01-06-01-01-01-03.wav,16000,3.737125,59794,OK
03-01-06-01-01-02-03.wav,16000,3.8371875,61395,OK
03-01-06-01-02-01-03.wav,16000,3.5035,56056,OK
03-01-06-01-02-02-03.wav,16000,3.20325,51252,OK
03-01-06-02-01-01-03.wav,16000,3.3033125,52853,OK
03-01-06-02-01-02-03.wav,16000,3.9039375,62463,OK
03-01-06-02-02-01-03.wav,16000,3.3033125,52853,OK
03-01-06-02-02-02-03.wav,16000,3.4368125,54989,OK
03-01-07-01-01-01-03.wav,16000,4.037375,64598,OK
03-01-07-01-01-02-03.wav,16000,3.9706875,63531,OK
03-01-07-01-02-01-03.wav,16000,3.603625,57658,OK
03-01-07-01-02-02-03.wav,16000,3.7704375,60327,OK
03-01-07-02-01-01-03.wav,16000,4.104125,65666,OK
03-01-07-02-01-02-03.wav,16000,4.104125,65666,OK
03-01-07-02-02-01-03.wav,16000,3.8371875,61395,OK
03-01-07-02-02-02-03.wav,16000,3.9373125,62997,OK
03-01-08-01-01-01-03.wav,16000,3.2365625,51785,OK
03-01-08-01-01-02-03.wav,16000,3.3700625,53921,OK
03-01-08-01-02-01-03.wav,16000,3.20325,51252,OK
03-01-08-01-02-02-03.wav,16000,3.57025,57124,OK
03-01-08-02-01-01-03.wav,16000,3.2699375,52319,OK
03-01-08-02-01-02-03.wav,16000,3.603625,57658,OK
03-01-08-02-02-01-03.wav,16000,3.5035,56056,OK
03-01-08-02-02-02-03.wav,16000,3.2365625,51785,OK
03-01-01-01-01-01-04.wav,16000,3.3033125,52853,OK
03-01-01-01-01-02-04.wav,16000,3.3700625,53921,OK
03-01-01-01-02-01-04.wav,16000,3.2699375,52319,OK
03-01-01-01-02-02-04.wav,16000,3.2365625,51785,OK
03-01-02-01-01-01-04.wav,16000,3.8038125,60861,OK
03-01-02-01-01-02-04.wav,16000,3.7370625,59793,OK
03-01-02-01-02-01-04.wav,16000,3.637,58192,OK
03-01-02-01-02-02-04.wav,16000,3.57025,57124,OK
03-01-02-02-01-01-04.wav,16000,3.970625,63530,OK
03-01-02-02-01-02-04.wav,16000,3.8038125,60861,OK
03-01-02-02-02-01-04.wav,16000,3.8038125,60861,OK
03-01-02-02-02-02-04.wav,16000,4.037375,64598,OK
03-01-03-01-01-01-04.wav,16000,3.5035,56056,OK
03-01-03-01-01-02-04.wav,16000,3.536875,56590,OK
03-01-03-01-02-01-04.wav,16000,3.5035,56056,OK
03-01-03-01-02-02-04.wav,16000,3.4368125,54989,OK
03-01-03-02-01-01-04.wav,16000,3.8705625,61929,OK
03-01-03-02-01-02-04.wav,16000,3.57025,57124,OK
03-01-03-02-02-01-04.wav,16000,3.603625,57658,OK
03-01-03-02-02-02-04.wav,16000,3.7704375,60327,OK
03-01-04-01-01-01-04.wav,16000,3.3700625,53921,OK
03-01-04-01-01-02-04.wav,16000,3.4034375,54455,OK
03-01-04-01-02-01-04.wav,16000,3.4368125,54989,OK
03-01-04-01-02-02-04.wav,16000,3.470125,55522,OK
03-01-04-02-01-01-04.wav,16000,3.670375,58726,OK
03-01-04-02-01-02-04.wav,16000,3.7704375,60327,OK
03-01-04-02-02-01-04.wav,16000,3.7704375,60327,OK
03-01-04-02-02-02-04.wav,16000,3.7704375,60327,OK
03-01-05-01-01-01-04.wav,16000,3.70375,59260,OK
03-01-05-01-01-02-04.wav,16000,3.603625,57658,OK
03-01-05-01-02-01-04.wav,16000,3.470125,55522,OK
03-01-05-01-02-02-04.wav,16000,3.7370625,59793,OK
03-01-05-02-01-01-04.wav,16000,3.7704375,60327,OK
03-01-05-02-01-02-04.wav,16000,3.8705625,61929,OK
03-01-05-02-02-01-04.wav,16000,3.7036875,59259,OK
03-01-05-02-02-02-04.wav,16000,3.8371875,61395,OK
03-01-06-01-01-01-04.wav,16000,3.3033125,52853,OK
03-01-06-01-01-02-04.wav,16000,3.236625,51786,OK
03-01-06-01-02-01-04.wav,16000,3.470125,55522,OK
03-01-06-01-02-02-04.wav,16000,3.470125,55522,OK
03-01-06-02-01-01-04.wav,16000,3.9373125,62997,OK
03-01-06-02-01-02-04.wav,16000,3.4034375,54455,OK
03-01-06-02-02-01-04.wav,16000,3.603625,57658,OK
03-01-06-02-02-02-04.wav,16000,3.57025,57124,OK
03-01-07-01-01-01-04.wav,16000,3.9039375,62463,OK
03-01-07-01-01-02-04.wav,16000,3.9039375,62463,OK
03-01-07-01-02-01-04.wav,16000,3.7704375,60327,OK
03-01-07-01-02-02-04.wav,16000,3.8038125,60861,OK
03-01-07-02-01-01-04.wav,16000,4.004,64064,OK
03-01-07-02-01-02-04.wav,16000,4.037375,64598,OK
03-01-07-02-02-01-04.wav,16000,3.8705625,61929,OK
03-01-07-02-02-02-04.wav,16000,3.9373125,62997,OK
03-01-08-01-01-01-04.wav,16000,3.236625,51786,OK
03-01-08-01-01-02-04.wav,16000,3.3366875,53387,OK
03-01-08-01-02-01-04.wav,16000,3.637,58192,OK
03-01-08-01-02-02-04.wav,16000,3.43675,54988,OK
03-01-08-02-01-01-04.wav,16000,3.670375,58726,OK
03-01-08-02-01-02-04.wav,16000,3.57025,57124,OK
03-01-08-02-02-01-04.wav,16000,3.470125,55522,OK
03-01-08-02-02-02-04.wav,16000,3.536875,56590,OK
03-01-01-01-01-01-05.wav,16000,3.603625,57658,OK
03-01-01-01-01-02-05.wav,16000,3.637,58192,OK
03-01-01-01-02-01-05.wav,16000,3.103125,49650,OK
03-01-01-01-02-02-05.wav,16000,3.603625,57658,OK
03-01-02-01-01-01-05.wav,16000,4.037375,64598,OK
03-01-02-01-01-02-05.wav,16000,4.104125,65666,OK
03-01-02-01-02-01-05.wav,16000,4.1375,66200,OK
03-01-02-01-02-02-05.wav,16000,4.2375625,67801,OK
03-01-02-02-01-01-05.wav,16000,4.7380625,75809,OK
03-01-02-02-01-02-05.wav,16000,4.5045,72072,OK
03-01-02-02-02-01-05.wav,16000,4.7714375,76343,OK
03-01-02-02-02-02-05.wav,16000,4.3043125,68869,OK
03-01-03-01-01-01-05.wav,16000,4.004,64064,OK
03-01-03-01-01-02-05.wav,16000,3.2365625,51785,OK
03-01-03-01-02-01-05.wav,16000,3.3700625,53921,OK
03-01-03-01-02-02-05.wav,16000,3.7704375,60327,OK
03-01-03-02-01-01-05.wav,16000,4.1375,66200,OK
03-01-03-02-01-02-05.wav,16000,3.8705625,61929,OK
03-01-03-02-02-01-05.wav,16000,3.603625,57658,OK
03-01-03-02-02-02-05.wav,16000,3.4034375,54455,OK
03-01-04-01-01-01-05.wav,16000,3.2699375,52319,OK
03-01-04-01-01-02-05.wav,16000,3.637,58192,OK
03-01-04-01-02-01-05.wav,16000,3.103125,49650,OK
03-01-04-01-02-02-05.wav,16000,3.7036875,59259,OK
03-01-04-02-01-01-05.wav,16000,3.536875,56590,OK
03-01-04-02-01-02-05.wav,16000,3.2699375,52319,OK
03-01-04-02-02-01-05.wav,16000,3.2699375,52319,OK
03-01-04-02-02-02-05.wav,16000,3.1365,50184,OK
03-01-05-01-01-01-05.wav,16000,3.8705625,61929,OK
03-01-05-01-01-02-05.wav,16000,3.8038125,60861,OK
03-01-05-01-02-01-05.wav,16000,4.07075,65132,OK
03-01-05-01-02-02-05.wav,16000,4.4044375,70471,OK
03-01-05-02-01-01-05.wav,16000,3.4034375,54455,OK
03-01-05-02-01-02-05.wav,16000,3.57025,57124,OK
03-01-05-02-02-01-05.wav,16000,3.637,58192,OK
03-01-05-02-02-02-05.wav,16000,3.637,58192,OK
03-01-06-01-01-01-05.wav,16000,3.1365,50184,OK
03-01-06-01-01-02-05.wav,16000,3.3700625,53921,OK
03-01-06-01-02-01-05.wav,16000,3.1365,50184,OK
03-01-06-01-02-02-05.wav,16000,3.06975,49116,OK
03-01-06-02-01-01-05.wav,16000,3.2365625,51785,OK
03-01-06-02-01-02-05.wav,16000,3.57025,57124,OK
03-01-06-02-02-01-05.wav,16000,3.2365625,51785,OK
03-01-06-02-02-02-05.wav,16000,3.103125,49650,OK
03-01-07-01-01-01-05.wav,16000,4.3376875,69403,OK
03-01-07-01-01-02-05.wav,16000,4.104125,65666,OK
03-01-07-01-02-01-05.wav,16000,3.9039375,62463,OK
03-01-07-01-02-02-05.wav,16000,3.7370625,59793,OK
03-01-07-02-01-01-05.wav,16000,4.3376875,69403,OK
03-01-07-02-01-02-05.wav,16000,3.9039375,62463,OK
03-01-07-02-02-01-05.wav,16000,4.2709375,68335,OK
03-01-07-02-02-02-05.wav,16000,4.537875,72606,OK
03-01-08-01-01-01-05.wav,16000,3.7370625,59793,OK
03-01-08-01-01-02-05.wav,16000,3.670375,58726,OK
03-01-08-01-02-01-05.wav,16000,3.06975,49116,OK
03-01-08-01-02-02-05.wav,16000,3.7036875,59259,OK
03-01-08-02-01-01-05.wav,16000,4.1375,66200,OK
03-01-08-02-01-02-05.wav,16000,4.104125,65666,OK
03-01-08-02-02-01-05.wav,16000,3.670375,58726,OK
03-01-08-02-02-02-05.wav,16000,3.536875,56590,OK
03-01-01-01-01-01-06.wav,16000,3.3366875,53387,OK
03-01-01-01-01-02-06.wav,16000,3.603625,57658,OK
03-01-01-01-02-01-06.wav,16000,3.4034375,54455,OK
03-01-01-01-02-02-06.wav,16000,3.4368125,54989,OK
03-01-02-01-01-01-06.wav,16000,4.037375,64598,OK
03-01-02-01-01-02-06.wav,16000,4.104125,65666,OK
03-01-02-01-02-01-06.wav,16000,3.970625,63530,OK
03-01-02-01-02-02-06.wav,16000,4.2041875,67267,OK
03-01-02-02-01-01-06.wav,16000,4.5045,72072,OK
03-01-02-02-01-02-06.wav,16000,4.638,74208,OK
03-01-02-02-02-01-06.wav,16000,4.3376875,69403,OK
03-01-02-02-02-02-06.wav,16000,4.7714375,76343,OK
03-01-03-01-01-01-06.wav,16000,3.536875,56590,OK
03-01-03-01-01-02-06.wav,16000,3.603625,57658,OK
03-01-03-01-02-01-06.wav,16000,3.470125,55522,OK
03-01-03-01-02-02-06.wav,16000,3.4368125,54989,OK
03-01-03-02-01-01-06.wav,16000,3.5035,56056,OK
03-01-03-02-01-02-06.wav,16000,3.470125,55522,OK
03-01-03-02-02-01-06.wav,16000,3.57025,57124,OK
03-01-03-02-02-02-06.wav,16000,3.603625,57658,OK
03-01-04-01-01-01-06.wav,16000,3.57025,57124,OK
03-01-04-01-01-02-06.wav,16000,3.603625,57658,OK
03-01-04-01-02-01-06.wav,16000,3.4701875,55523,OK
03-01-04-01-02-02-06.wav,16000,3.4368125,54989,OK
03-01-04-02-01-01-06.wav,16000,4.2041875,67267,OK
03-01-04-02-01-02-06.wav,16000,4.104125,65666,OK
03-01-04-02-02-01-06.wav,16000,4.604625,73674,OK
03-01-04-02-02-02-06.wav,16000,4.037375,64598,OK
03-01-05-01-01-01-06.wav,16000,3.7704375,60327,OK
03-01-05-01-01-02-06.wav,16000,3.970625,63530,OK
03-01-05-01-02-01-06.wav,16000,4.2041875,67267,OK
03-01-05-01-02-02-06.wav,16000,3.9039375,62463,OK
03-01-05-02-01-01-06.wav,16000,4.104125,65666,OK
03-01-05-02-01-02-06.wav,16000,4.2041875,67267,OK
03-01-05-02-02-01-06.wav,16000,4.4378125,71005,OK
03-01-05-02-02-02-06.wav,16000,4.471125,71538,OK
03-01-06-01-01-01-06.wav,16000,3.637,58192,OK
03-01-06-01-01-02-06.wav,16000,3.4368125,54989,OK
03-01-06-01-02-01-06.wav,16000,3.57025,57124,OK
03-01-06-01-02-02-06.wav,16000,3.5035,56056,OK
03-01-06-02-01-01-06.wav,16000,3.637,58192,OK
03-01-06-02-01-02-06.wav,16000,3.603625,57658,OK
03-01-06-02-02-01-06.wav,16000,3.7370625,59793,OK
03-01-06-02-02-02-06.wav,16000,3.7370625,59793,OK
03-01-07-01-01-01-06.wav,16000,3.5035,56056,OK
03-01-07-01-01-02-06.wav,16000,4.2709375,68335,OK
03-01-07-01-02-01-06.wav,16000,3.7370625,59793,OK
03-01-07-01-02-02-06.wav,16000,3.9373125,62997,OK
03-01-07-02-01-01-06.wav,16000,4.3043125,68869,OK
03-01-07-02-01-02-06.wav,16000,3.9373125,62997,OK
03-01-07-02-02-01-06.wav,16000,4.037375,64598,OK
03-01-07-02-02-02-06.wav,16000,3.970625,63530,OK
03-01-08-01-01-01-06.wav,16000,3.2365625,51785,OK
03-01-08-01-01-02-06.wav,16000,3.2365625,51785,OK
03-01-08-01-02-01-06.wav,16000,3.20325,51252,OK
03-01-08-01-02-02-06.wav,16000,3.1365,50184,OK
03-01-08-02-01-01-06.wav,16000,3.2365625,51785,OK
03-01-08-02-01-02-06.wav,16000,3.3700625,53921,OK
03-01-08-02-02-01-06.wav,16000,3.3033125,52853,OK
03-01-08-02-02-02-06.wav,16000,3.20325,51252,OK
03-01-01-01-01-01-07.wav,16000,3.9039375,62463,OK
03-01-01-01-01-02-07.wav,16000,3.8038125,60861,OK
03-01-01-01-02-01-07.wav,16000,4.1375,66200,OK
03-01-01-01-02-02-07.wav,16000,3.7370625,59793,OK
03-01-02-01-01-01-07.wav,16000,3.470125,55522,OK
03-01-02-01-01-02-07.wav,16000,3.7370625,59793,OK
03-01-02-01-02-01-07.wav,16000,3.5035,56056,OK
03-01-02-01-02-02-07.wav,16000,3.536875,56590,OK
03-01-02-02-01-01-07.wav,16000,4.004,64064,OK
03-01-02-02-01-02-07.wav,16000,3.8705625,61929,OK
03-01-02-02-02-01-07.wav,16000,4.2709375,68335,OK
03-01-02-02-02-02-07.wav,16000,4.104125,65666,OK
03-01-03-01-01-01-07.wav,16000,3.5035,56056,OK
03-01-03-01-01-02-07.wav,16000,3.470125,55522,OK
03-01-03-01-02-01-07.wav,16000,3.4034375,54455,OK
03-01-03-01-02-02-07.wav,16000,3.4034375,54455,OK
03-01-03-02-01-01-07.wav,16000,4.104125,65666,OK
03-01-03-02-01-02-07.wav,16000,4.037375,64598,OK
03-01-03-02-02-01-07.wav,16000,4.037375,64598,OK
03-01-03-02-02-02-07.wav,16000,3.8371875,61395,OK
03-01-04-01-01-01-07.wav,16000,3.536875,56590,OK
03-01-04-01-01-02-07.wav,16000,3.603625,57658,OK
03-01-04-01-02-01-07.wav,16000,3.536875,56590,OK
03-01-04-01-02-02-07.wav,16000,3.8705625,61929,OK
03-01-04-02-01-01-07.wav,16000,3.93725,62996,OK
03-01-04-02-01-02-07.wav,16000,3.8371875,61395,OK
03-01-04-02-02-01-07.wav,16000,3.637,58192,OK
03-01-04-02-02-02-07.wav,16000,3.8371875,61395,OK
03-01-05-01-01-01-07.wav,16000,4.004,64064,OK
03-01-05-01-01-02-07.wav,16000,3.9706875,63531,OK
03-01-05-01-02-01-07.wav,16000,4.004,64064,OK
03-01-05-01-02-02-07.wav,16000,4.004,64064,OK
03-01-05-02-01-01-07.wav,16000,3.603625,57658,OK
03-01-05-02-01-02-07.wav,16000,4.004,64064,OK
03-01-05-02-02-01-07.wav,16000,3.8371875,61395,OK
03-01-05-02-02-02-07.wav,16000,4.3376875,69403,OK
03-01-06-01-01-01-07.wav,16000,3.4368125,54989,OK
03-01-06-01-01-02-07.wav,16000,3.5035,56056,OK
03-01-06-01-02-01-07.wav,16000,3.4368125,54989,OK
03-01-06-01-02-02-07.wav,16000,3.3700625,53921,OK
03-01-06-02-01-01-07.wav,16000,3.637,58192,OK
03-01-06-02-01-02-07.wav,16000,3.470125,55522,OK
03-01-06-02-02-01-07.wav,16000,3.4034375,54455,OK
03-01-06-02-02-02-07.wav,16000,3.5035,56056,OK
03-01-07-01-01-01-07.wav,16000,3.536875,56590,OK
03-01-07-01-01-02-07.wav,16000,3.5035,56056,OK
03-01-07-01-02-01-07.wav,16000,3.4368125,54989,OK
03-01-07-01-02-02-07.wav,16000,3.536875,56590,OK
03-01-07-02-01-01-07.wav,16000,4.1375,66200,OK
03-01-07-02-01-02-07.wav,16000,4.4044375,70471,OK
03-01-07-02-02-01-07.wav,16000,4.1375,66200,OK
03-01-07-02-02-02-07.wav,16000,4.7714375,76343,OK
03-01-08-01-01-01-07.wav,16000,3.470125,55522,OK
03-01-08-01-01-02-07.wav,16000,3.536875,56590,OK
03-01-08-01-02-01-07.wav,16000,3.4368125,54989,OK
03-01-08-01-02-02-07.wav,16000,3.4368125,54989,OK
03-01-08-02-01-01-07.wav,16000,3.8705625,61929,OK
03-01-08-02-01-02-07.wav,16000,3.637,58192,OK
03-01-08-02-02-01-07.wav,16000,3.4368125,54989,OK
03-01-08-02-02-02-07.wav,16000,3.470125,55522,OK
03-01-01-01-01-01-08.wav,16000,3.5035,56056,OK
03-01-01-01-01-02-08.wav,16000,3.637,58192,OK
03-01-01-01-02-01-08.wav,16000,3.536875,56590,OK
03-01-01-01-02-02-08.wav,16000,3.5035,56056,OK
03-01-02-01-01-01-08.wav,16000,3.603625,57658,OK
03-01-02-01-01-02-08.wav,16000,3.4034375,54455,OK
03-01-02-01-02-01-08.wav,16000,3.470125,55522,OK
03-01-02-01-02-02-08.wav,16000,3.470125,55522,OK
03-01-02-02-01-01-08.wav,16000,3.637,58192,OK
03-01-02-02-01-02-08.wav,16000,3.7370625,59793,OK
03-01-02-02-02-01-08.wav,16000,3.670375,58726,OK
03-01-02-02-02-02-08.wav,16000,3.8038125,60861,OK
03-01-03-01-01-01-08.wav,16000,3.5035,56056,OK
03-01-03-01-01-02-08.wav,16000,3.43675,54988,OK
03-01-03-01-02-01-08.wav,16000,3.470125,55522,OK
03-01-03-01-02-02-08.wav,16000,3.4368125,54989,OK
03-01-03-02-01-01-08.wav,16000,3.7704375,60327,OK
03-01-03-02-01-02-08.wav,16000,3.9039375,62463,OK
03-01-03-02-02-01-08.wav,16000,3.8371875,61395,OK
03-01-03-02-02-02-08.wav,16000,3.9373125,62997,OK
03-01-04-01-01-01-08.wav,16000,4.20425,67268,OK
03-01-04-01-01-02-08.wav,16000,3.8705625,61929,OK
03-01-04-01-02-01-08.wav,16000,3.57025,57124,OK
03-01-04-01-02-02-08.wav,16000,3.603625,57658,OK
